"Census State","Census County","Metro/Micro Area","Census Region"
"TX","Baylor County",,"South"
"TX","Bee County","Beeville, TX","South"
"TX","Bell County","Killeen-Temple, TX","South"
"TX","Bexar County","San Antonio-New Braunfels, TX","South"
"TX","Blanco County",,"South"
"TX","Borden County",,"South"
"TX","Bosque County","Waco, TX","South"
"TX","Bowie County","Texarkana, TX-AR","South"
"TX","Brazoria County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Brazos County","College Station-Bryan, TX","South"
"TX","Brewster County",,"South"
"TX","Briscoe County",,"South"
"TX","Brooks County","Alice, TX","South"
"TX","Brown County","Brownwood, TX","South"
"TX","Burleson County","College Station-Bryan, TX","South"
"TX","Burnet County",,"South"
"TX","Caldwell County","Austin-Round Rock-San Marcos, TX","South"
"TX","Calhoun County","Port Lavaca, TX","South"
"TX","Callahan County","Abilene, TX","South"
"TX","Cameron County","Brownsville-Harlingen, TX","South"
"TX","Camp County","Mount Pleasant, TX","South"
"TX","Carson County","Amarillo, TX","South"
"TX","Cass County",,"South"
"TX","Castro County",,"South"
"TX","Chambers County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Cherokee County","Jacksonville, TX","South"
"TX","Childress County",,"South"
"TX","Clay County","Wichita Falls, TX","South"
"TX","Cochran County","Lubbock, TX","South"
"TX","Coke County",,"South"
"TX","Coleman County",,"South"
"TX","Collin County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Collingsworth County",,"South"
"TX","Colorado County",,"South"
"TX","Comal County","San Antonio-New Braunfels, TX","South"
"TX","Comanche County",,"South"
"TX","Concho County",,"South"
"TX","Cooke County","Gainesville, TX","South"
"TX","Coryell County","Killeen-Temple, TX","South"
"TX","Cottle County",,"South"
"TX","Crane County",,"South"
"TX","Crockett County",,"South"
"TX","Crosby County","Lubbock, TX","South"
"TX","Culberson County",,"South"
"TX","Dallam County",,"South"
"TX","Dallas",,"South"
"TX","Dallas County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Dawson County",,"South"
"TX","DeWitt County",,"South"
"TX","Deaf Smith County","Hereford, TX","South"
"TX","Delta County",,"South"
"TX","Denton",,"South"
"TX","Denton County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Dickens County",,"South"
"TX","Dimmit County",,"South"
"TX","Donley County",,"South"
"TX","Duval County",,"South"
"TX","Eastland County",,"South"
"TX","Ector County","Odessa, TX","South"
"TX","Edwards County",,"South"
"TX","El Paso",,"South"
"TX","El Paso County","El Paso, TX","South"
"TX","Ellis County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Erath County","Stephenville, TX","South"
"TX","Falls",,"South"
"TX","Falls County","Waco, TX","South"
"TX","Fannin County","Bonham, TX","South"
"TX","Fayette County",,"South"
"TX","Fisher County",,"South"
"TX","Floyd County","Plainview, TX","South"
"TX","Foard County",,"South"
"TX","Fort Bend County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Franklin County",,"South"
"TX","Freestone County",,"South"
"TX","Frio County",,"South"
"TX","Gaines County",,"South"
"TX","Galveston",,"South"
"TX","Galveston County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Garza County","Lubbock, TX","South"
"TX","Gillespie County","Fredericksburg, TX","South"
"TX","Glasscock County",,"South"
"TX","Goliad County","Victoria, TX","South"
"TX","Gonzales County",,"South"
"TX","Gray County","Pampa, TX","South"
"TX","Grayson County","Sherman-Denison, TX","South"
"TX","Gregg County","Longview, TX","South"
"TX","Grimes County",,"South"
"TX","Guadalupe County","San Antonio-New Braunfels, TX","South"
"TX","Hale County","Plainview, TX","South"
"TX","Hall County",,"South"
"TX","Hamilton County",,"South"
"TX","Hansford County",,"South"
"TX","Hardeman County",,"South"
"TX","Hardin County","Beaumont-Port Arthur, TX","South"
"TX","Harris County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Harrison County","Longview, TX","South"
"TX","Hartley County",,"South"
"TX","Haskell County",,"South"
"TX","Hays County","Austin-Round Rock-San Marcos, TX","South"
"TX","Hemphill County",,"South"
"TX","Henderson County","Athens, TX","South"
"TX","Hidalgo County","McAllen-Edinburg-Mission, TX","South"
"TX","Hill County",,"South"
"TX","Hockley County","Lubbock, TX","South"
"TX","Hood County","Granbury, TX","South"
"TX","Hopkins County","Sulphur Springs, TX","South"
"TX","Houston County",,"South"
"TX","Howard County","Big Spring, TX","South"
"TX","Hudspeth County","El Paso, TX","South"
"TX","Hunt County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Hutchinson County","Borger, TX","South"
"TX","Irion County","San Angelo, TX","South"
"TX","Jack County",,"South"
"TX","Jackson County",,"South"
"TX","Jasper County",,"South"
"TX","Jeff Davis County",,"South"
"TX","Jefferson County","Beaumont-Port Arthur, TX","South"
"TX","Jim Hogg County",,"South"
"TX","Jim Wells County","Alice, TX","South"
"TX","Johnson",,"South"
"TX","Johnson County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Jones County","Abilene, TX","South"
"TX","Karnes County",,"South"
"TX","Kaufman",,"South"
"TX","Kaufman County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Kendall County","San Antonio-New Braunfels, TX","South"
"TX","Kenedy County",,"South"
"TX","Kent County",,"South"
"TX","Kerr County","Kerrville, TX","South"
"TX","Kimble County",,"South"
"TX","King County",,"South"
"TX","Kinney County",,"South"
"TX","Kleberg County","Kingsville, TX","South"
"TX","Knox County",,"South"
"TX","La Salle County",,"South"
"TX","Lamar County","Paris, TX","South"
"TX","Lamb County",,"South"
"TX","Lampasas",,"South"
"TX","Lampasas County","Killeen-Temple, TX","South"
"TX","Lavaca County",,"South"
"TX","Lee County",,"South"
"TX","Leon County",,"South"
"TX","Liberty",,"South"
"TX","Liberty County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Limestone County",,"South"
"TX","Lipscomb County",,"South"
"TX","Live Oak County",,"South"
"TX","Llano County",,"South"
"TX","Lubbock",,"South"
"TX","Lubbock County","Lubbock, TX","South"
"TX","Lynn County","Lubbock, TX","South"
"TX","Madison County",,"South"
"TX","Marion County",,"South"
"TX","Martin County","Midland, TX","South"
"TX","Mason County",,"South"
"TX","Matagorda",,"South"
"TX","Matagorda County","Bay City, TX","South"
"TX","Maverick County","Eagle Pass, TX","South"
"TX","McCulloch County",,"South"
"TX","McLennan County","Waco, TX","South"
"TX","McMullen County",,"South"
"TX","Medina County","San Antonio-New Braunfels, TX","South"
"TX","Menard County",,"South"
"TX","Midland",,"South"
"TX","Midland County","Midland, TX","South"
"TX","Milam County",,"South"
"TX","Mills County",,"South"
"TX","Mitchell County",,"South"
"TX","Montague County",,"South"
"TX","Montgomery County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Moore County","Dumas, TX","South"
"TX","Morris County","Mount Pleasant, TX","South"
"TX","Motley County",,"South"
"TX","Nacogdoches",,"South"
"TX","Nacogdoches County","Nacogdoches, TX","South"
"TX","Navarro County","Corsicana, TX","South"
"TX","Newton County",,"South"
"TX","Nolan County","Sweetwater, TX","South"
"TX","Nueces County","Corpus Christi, TX","South"
"TX","Ochiltree County",,"South"
"TX","Oldham County","Amarillo, TX","South"
"TX","Orange County","Beaumont-Port Arthur, TX","South"
"TX","Palo Pinto County","Mineral Wells, TX","South"
"TX","Panola County",,"South"
"TX","Parker County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Parmer County",,"South"
"TX","Pecos County",,"South"
"TX","Polk County",,"South"
"TX","Potter County","Amarillo, TX","South"
"TX","Presidio County",,"South"
"TX","Rains County",,"South"
"TX","Randall County","Amarillo, TX","South"
"TX","Reagan County",,"South"
"TX","Real County",,"South"
"TX","Red River County","Paris, TX","South"
"TX","Reeves County","Town of Pecos, TX","South"
"TX","Refugio County",,"South"
"TX","Roberts County","Pampa, TX","South"
"TX","Robertson County","College Station-Bryan, TX","South"
"TX","Rockwall",,"South"
"TX","Rockwall County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Runnels County",,"South"
"TX","Rusk County","Longview, TX","South"
"TX","Sabine County",,"South"
"TX","San Augustine County",,"South"
"TX","San Jacinto County","Houston-Pasadena-The Woodlands, TX","South"
"TX","San Patricio County","Corpus Christi, TX","South"
"TX","San Saba County",,"South"
"TX","Schleicher County",,"South"
"TX","Scurry County","Snyder, TX","South"
"TX","Shackelford County",,"South"
"TX","Shelby County",,"South"
"TX","Sherman County",,"South"
"TX","Smith County","Tyler, TX","South"
"TX","Somervell County",,"South"
"TX","Starr County","Rio Grande City-Roma, TX","South"
"TX","Stephens County",,"South"
"TX","Sterling County",,"South"
"TX","Stonewall County",,"South"
"TX","Sutton County",,"South"
"TX","Swisher County",,"South"
"TX","Tarrant County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Taylor County","Abilene, TX","South"
"TX","Terrell County",,"South"
"TX","Terry County",,"South"
"TX","Throckmorton County",,"South"
"TX","Titus County","Mount Pleasant, TX","South"
"TX","Tom Green County","San Angelo, TX","South"
"TX","Travis",,"South"
"TX","Travis County","Austin-Round Rock-San Marcos, TX","South"
"TX","Trinity County",,"South"
"TX","Tyler County",,"South"
"TX","Upshur County","Longview, TX","South"
"TX","Upton County",,"South"
"TX","Uvalde County","Uvalde, TX","South"
"TX","Val Verde County","Del Rio, TX","South"
"TX","Van Zandt",,"South"
"TX","Van Zandt County",,"South"
"TX","Victoria County","Victoria, TX","South"
"TX","Walker County","Huntsville, TX","South"
"TX","Waller County","Houston-Pasadena-The Woodlands, TX","South"
"TX","Ward County",,"South"
"TX","Washington County","Brenham, TX","South"
"TX","Webb County","Laredo, TX","South"
"TX","Wharton County","El Campo, TX","South"
"TX","Wheeler County",,"South"
"TX","Wichita County","Wichita Falls, TX","South"
"TX","Wilbarger County","Vernon, TX","South"
"TX","Willacy County","Raymondville, TX","South"
"TX","Williamson County","Austin-Round Rock-San Marcos, TX","South"
"TX","Wilson County","San Antonio-New Braunfels, TX","South"
"TX","Winkler County",,"South"
"TX","Wise County","Dallas-Fort Worth-Arlington, TX","South"
"TX","Wood County",,"South"
"TX","Yoakum County",,"South"
"TX","Young County",,"South"
"TX","Zapata County","Zapata, TX","South"
"TX","Zavala County",,"South"
"VA","Accomack",,"South"
"VA","Accomack County",,"South"
"VA","Albemarle County","Charlottesville, VA","South"
"VA","Alexandria",,"South"
"VA","Alexandria city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Alleghany County",,"South"
"VA","Amelia",,"South"
"VA","Amelia County","Richmond, VA","South"
"VA","Amherst County","Lynchburg, VA","South"
"VA","Appomattox County","Lynchburg, VA","South"
"VA","Arlington",,"South"
"VA","Arlington County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Augusta County","Staunton-Stuarts Draft, VA","South"
"VA","Bath County",,"South"
"VA","Bedford",,"South"
"VA","Bedford County","Lynchburg, VA","South"
"VA","Bland County",,"South"
"VA","Botetourt County","Roanoke, VA","South"
"VA","Bristol city","Kingsport-Bristol, TN-VA","South"
"VA","Brunswick County",,"South"
"VA","Buchanan County",,"South"
"VA","Buckingham County",,"South"
"VA","Buena Vista city",,"South"
"VA","Campbell County","Lynchburg, VA","South"
"VA","Caroline County",,"South"
"VA","Carroll County",,"South"
"VA","Charles City County","Richmond, VA","South"
"VA","Charlotte",,"South"
"VA","Charlotte County",,"South"
"VA","Charlottesville",,"South"
"VA","Charlottesville city","Charlottesville, VA","South"
"VA","Chesapeake",,"South"
"VA","Chesapeake city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Chesterfield",,"South"
"VA","Chesterfield County","Richmond, VA","South"
"VA","City of Alexandria",,"South"
"VA","City of Bristol",,"South"
"VA","City of Buena Vista",,"South"
"VA","City of Charlottesville",,"South"
"VA","City of Chesapeake",,"South"
"VA","City of Colonial Heights",,"South"
"VA","City of Covington",,"South"
"VA","City of Danville",,"South"
"VA","City of Emporia",,"South"
"VA","City of Fairfax",,"South"
"VA","City of Falls Church",,"South"
"VA","City of Franklin",,"South"
"VA","City of Fredericksburg",,"South"
"VA","City of Galax",,"South"
"VA","City of Hampton",,"South"
"VA","City of Harrisonburg",,"South"
"VA","City of Hopewell",,"South"
"VA","City of Lexington",,"South"
"VA","City of Lynchburg",,"South"
"VA","City of Manassas",,"South"
"VA","City of Manassas Park",,"South"
"VA","City of Martinsville",,"South"
"VA","City of Newport News",,"South"
"VA","City of Norfolk",,"South"
"VA","City of Norton",,"South"
"VA","City of Petersburg",,"South"
"VA","City of Poquoson",,"South"
"VA","City of Portsmouth",,"South"
"VA","City of Radford",,"South"
"VA","City of Richmond",,"South"
"VA","City of Roanoke",,"South"
"VA","City of Salem",,"South"
"VA","City of Staunton",,"South"
"VA","City of Suffolk",,"South"
"VA","City of Virginia Beach",,"South"
"VA","City of Waynesboro",,"South"
"VA","City of Williamsburg",,"South"
"VA","City of Winchester",,"South"
"VA","Clarke County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Colonial Heights",,"South"
"VA","Colonial Heights city","Richmond, VA","South"
"VA","Covington city",,"South"
"VA","Craig County","Roanoke, VA","South"
"VA","Culpeper County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Cumberland County",,"South"
"VA","Danville city","Danville, VA","South"
"VA","Dickenson County",,"South"
"VA","Dinwiddie",,"South"
"VA","Dinwiddie County","Richmond, VA","South"
"VA","Emporia city",,"South"
"VA","Essex County",,"South"
"VA","Fairfax",,"South"
"VA","Fairfax (City)",,"South"
"VA","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Fairfax city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Falls Church city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Fauquier County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Floyd",,"South"
"VA","Floyd County","Blacksburg-Christiansburg-Radford, VA","South"
"VA","Fluvanna County","Charlottesville, VA","South"
"VA","Franklin County","Roanoke, VA","South"
"VA","Franklin city",,"South"
"VA","Frederick County","Winchester, VA-WV","South"
"VA","Fredericksburg",,"South"
"VA","Fredericksburg city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Galax",,"South"
"VA","Galax city",,"South"
"VA","Giles County","Blacksburg-Christiansburg-Radford, VA","South"
"VA","Gloucester",,"South"
"VA","Gloucester County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Goochland County","Richmond, VA","South"
"VA","Grayson County",,"South"
"VA","Greene County","Charlottesville, VA","South"
"VA","Greensville County",,"South"
"VA","Halifax County",,"South"
"VA","Hampton",,"South"
"VA","Hampton city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Hanover",,"South"
"VA","Hanover County","Richmond, VA","South"
"VA","Harrisonburg",,"South"
"VA","Harrisonburg city","Harrisonburg, VA","South"
"VA","Henrico",,"South"
"VA","Henrico County","Richmond, VA","South"
"VA","Henry County","Martinsville, VA","South"
"VA","Highland County",,"South"
"VA","Hopewell",,"South"
"VA","Hopewell city","Richmond, VA","South"
"VA","Isle of Wight",,"South"
"VA","Isle of Wight County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","James City County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","King George County",,"South"
"VA","King William County","Richmond, VA","South"
"VA","King and Queen",,"South"
"VA","King and Queen County","Richmond, VA","South"
"VA","Lancaster County",,"South"
"VA","Lee County",,"South"
"VA","Lexington city",,"South"
"VA","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Louisa County",,"South"
"VA","Lunenburg County",,"South"
"VA","Lynchburg city","Lynchburg, VA","South"
"VA","Madison County",,"South"
"VA","Manassas",,"South"
"VA","Manassas Park city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Manassas city","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Martinsville city","Martinsville, VA","South"
"VA","Mathews",,"South"
"VA","Mathews County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Mecklenburg County",,"South"
"VA","Middlesex County",,"South"
"VA","Montgomery County","Blacksburg-Christiansburg-Radford, VA","South"
"VA","Nelson County","Charlottesville, VA","South"
"VA","New Kent County","Richmond, VA","South"
"VA","Newport News",,"South"
"VA","Newport News city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Norfolk",,"South"
"VA","Norfolk city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Northampton County",,"South"
"VA","Northumberland County",,"South"
"VA","Norton city",,"South"
"VA","Nottoway County",,"South"
"VA","Orange County","Lake of the Woods, VA","South"
"VA","Page County",,"South"
"VA","Patrick County",,"South"
"VA","Petersburg",,"South"
"VA","Petersburg city","Richmond, VA","South"
"VA","Pittsylvania County","Danville, VA","South"
"VA","Poquoson city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Portsmouth",,"South"
"VA","Portsmouth city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Powhatan",,"South"
"VA","Powhatan County","Richmond, VA","South"
"VA","Prince Edward County",,"South"
"VA","Prince George County","Richmond, VA","South"
"VA","Prince William County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Pulaski County","Blacksburg-Christiansburg-Radford, VA","South"
"VA","Radford city","Blacksburg-Christiansburg-Radford, VA","South"
"VA","Rappahannock County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Richmond",,"South"
"VA","Richmond County",,"South"
"VA","Richmond city","Richmond, VA","South"
"VA","Roanoke",,"South"
"VA","Roanoke County","Roanoke, VA","South"
"VA","Roanoke city","Roanoke, VA","South"
"VA","Rockbridge County",,"South"
"VA","Rockingham",,"South"
"VA","Rockingham County","Harrisonburg, VA","South"
"VA","Russell County",,"South"
"VA","Salem city","Roanoke, VA","South"
"VA","Scott County","Kingsport-Bristol, TN-VA","South"
"VA","Shenandoah County",,"South"
"VA","Smyth County",,"South"
"VA","Southampton County",,"South"
"VA","Spotsylvania",,"South"
"VA","Spotsylvania County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Stafford",,"South"
"VA","Stafford County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Staunton",,"South"
"VA","Staunton city","Staunton-Stuarts Draft, VA","South"
"VA","Suffolk",,"South"
"VA","Suffolk city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Surry County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Sussex County","Richmond, VA","South"
"VA","Tazewell County","Bluefield, WV-VA","South"
"VA","Virginia Beach",,"South"
"VA","Virginia Beach city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Warren County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"VA","Washington County","Kingsport-Bristol, TN-VA","South"
"VA","Waynesboro city","Staunton-Stuarts Draft, VA","South"
"VA","Westmoreland County",,"South"
"VA","Williamsburg",,"South"
"VA","Williamsburg city","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"VA","Winchester city","Winchester, VA-WV","South"
"VA","Wise County",,"South"
"VA","Wythe County",,"South"
"VA","York County","Virginia Beach-Chesapeake-Norfolk, VA-NC","South"
"WV","Barbour County",,"South"
"WV","Berkeley County","Hagerstown-Martinsburg, MD-WV","South"
"WV","Boone County","Charleston, WV","South"
"WV","Braxton County",,"South"
"WV","Brooke County","Weirton-Steubenville, WV-OH","South"
"WV","Cabell County","Huntington-Ashland, WV-KY-OH","South"
"WV","Calhoun County",,"South"
"WV","Clay County","Charleston, WV","South"
"WV","Doddridge County","Clarksburg, WV","South"
"WV","Fayette County","Beckley, WV","South"
"WV","Gilmer County",,"South"
"WV","Grant County",,"South"
"WV","Greenbrier County",,"South"
"WV","Hampshire County","Winchester, VA-WV","South"
"WV","Hancock County","Weirton-Steubenville, WV-OH","South"
"WV","Hardy County",,"South"
"WV","Harrison County","Clarksburg, WV","South"
"WV","Jackson County",,"South"
"WV","Jefferson County","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"WV","Kanawha County","Charleston, WV","South"
"WV","Lewis County",,"South"
"WV","Lincoln County",,"South"
"WV","Logan County",,"South"
"WV","Marion County","Fairmont, WV","South"
"WV","Marshall County","Wheeling, WV-OH","South"
"WV","Mason County",,"South"
"WV","McDowell County",,"South"
"WV","Mercer County","Bluefield, WV-VA","South"
"WV","Mineral County","Cumberland, MD-WV","South"
"WV","Mingo County",,"South"
"WV","Monongalia County","Morgantown, WV","South"
"WV","Monroe County",,"South"
"WV","Morgan County","Hagerstown-Martinsburg, MD-WV","South"
"WV","Nicholas County",,"South"
"WV","Ohio County","Wheeling, WV-OH","South"
"WV","Pendleton County",,"South"
"WV","Pleasants County",,"South"
"WV","Pocahontas County",,"South"
"WV","Preston County","Morgantown, WV","South"
"WV","Putnam County","Huntington-Ashland, WV-KY-OH","South"
"WV","Raleigh County","Beckley, WV","South"
"WV","Randolph County","Elkins, WV","South"
"WV","Ritchie County",,"South"
"WV","Roane County",,"South"
"WV","Summers County",,"South"
"WV","Taylor County","Clarksburg, WV","South"
"WV","Tucker County",,"South"
"WV","Tyler County",,"South"
"WV","Upshur County",,"South"
"WV","Wayne County","Huntington-Ashland, WV-KY-OH","South"
"WV","Webster County",,"South"
"WV","Wetzel County",,"South"
"WV","Wirt County","Parkersburg-Vienna, WV","South"
"WV","Wood County","Parkersburg-Vienna, WV","South"
"WV","Wyoming County",,"South"
"AK","Aleutians East Borough",,"West"
"AK","Aleutians West Census Area",,"West"
"AK","Anchorage Municipality","Anchorage, AK","West"
"AK","Bethel Census Area",,"West"
"AK","Bristol Bay Borough",,"West"
"AK","Chugach Census Area",,"West"
"AK","City and Borough of Juneau",,"West"
"AK","City and Borough of Sitka",,"West"
"AK","City and Borough of Wrangell",,"West"
"AK","City and Borough of Yakutat",,"West"
"AK","Denali Borough",,"West"
"AK","Dillingham Census Area",,"West"
"AK","Fairbanks North Star Borough","Fairbanks-College, AK","West"
"AK","Haines Borough",,"West"
"AK","Hoonah-Angoon Census Area",,"West"
"AK","Juneau City and Borough","Juneau, AK","West"
"AK","Kenai Peninsula Borough",,"West"
"AK","Ketchikan Gateway",,"West"
"AK","Ketchikan Gateway Borough","Ketchikan, AK","West"
"AK","Kodiak Island Borough",,"West"
"AK","Kusilvak Census Area",,"West"
"AK","Lake and Peninsula Borough",,"West"
"AK","Matanuska-Susitna Borough","Anchorage, AK","West"
"AK","Municipality of Anchorage",,"West"
"AK","Municipality of Skagway",,"West"
"AK","Nome Census Area",,"West"
"AK","North Slope Borough",,"West"
"AK","Northwest Arctic Borough",,"West"
"AK","Petersburg Borough",,"West"
"AK","Prince of Wales-Hyder Census Area",,"West"
"AK","Sitka City and Borough",,"West"
"AK","Southeast Fairbanks Census Area",,"West"
"AK","Valdez-Cordova Census Area",,"West"
"AK","Wrangell City and Borough",,"West"
"AK","Yukon-Koyukuk Census Area",,"West"
"AZ","Apache County",,"West"
"AZ","Cochise County","Sierra Vista-Douglas, AZ","West"
"AZ","Coconino County","Flagstaff, AZ","West"
"AZ","Gila County","Payson, AZ","West"
"AZ","Graham County","Safford, AZ","West"
"AZ","Greenlee County",,"West"
"AZ","La Paz County",,"West"
"AZ","Maricopa",,"West"
"AZ","Maricopa County","Phoenix-Mesa-Chandler, AZ","West"
"AZ","Mohave County","Lake Havasu City-Kingman, AZ","West"
"AZ","Navajo County","Show Low, AZ","West"
"AZ","Pima County","Tucson, AZ","West"
"AZ","Pinal County","Phoenix-Mesa-Chandler, AZ","West"
"AZ","Santa Cruz County","Nogales, AZ","West"
"AZ","Yavapai County","Prescott Valley-Prescott, AZ","West"
"AZ","Yuma",,"West"
"AZ","Yuma County","Yuma, AZ","West"
"CA","Alameda",,"West"
"CA","Alameda County","San Francisco-Oakland-Fremont, CA","West"
"CA","Alpine County","Gardnerville Ranchos, NV-CA","West"
"CA","Amador County",,"West"
"CA","Butte County","Chico, CA","West"
"CA","Calaveras County",,"West"
"CA","City and County of San Francisco",,"West"
"CA","Colusa County",,"West"
"CA","Contra Costa County","San Francisco-Oakland-Fremont, CA","West"
"CA","Del Norte County","Crescent City, CA","West"
"CA","El Dorado County","Sacramento-Roseville-Folsom, CA","West"
"CA","Fresno",,"West"
"CA","Fresno County","Fresno, CA","West"
"CA","Glenn County",,"West"
"CA","Humboldt County","Eureka-Arcata, CA","West"
"CA","Imperial",,"West"
"CA","Imperial County","El Centro, CA","West"
"CA","Inyo County","Bishop, CA","West"
"CA","Kern County","Bakersfield-Delano, CA","West"
"CA","Kings County","Hanford-Corcoran, CA","West"
"CA","Lake County","Clearlake, CA","West"
"CA","Lassen County","Susanville, CA","West"
"CA","Los Angeles",,"West"
"CA","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA","West"
"CA","Madera",,"West"
"CA","Madera County","Fresno, CA","West"
"CA","Marin County","San Francisco-Oakland-Fremont, CA","West"
"CA","Mariposa",,"West"
"CA","Mariposa County",,"West"
"CA","Mendocino County","Ukiah, CA","West"
"CA","Merced County","Merced, CA","West"
"CA","Modoc County",,"West"
"CA","Mono County",,"West"
"CA","Monterey County","Salinas, CA","West"
"CA","Napa County","Napa, CA","West"
"CA","Nevada",,"West"
"CA","Nevada County","Truckee-Grass Valley, CA","West"
"CA","Orange",,"West"
"CA","Orange County","Los Angeles-Long Beach-Anaheim, CA","West"
"CA","Placer County","Sacramento-Roseville-Folsom, CA","West"
"CA","Plumas County",,"West"
"CA","Riverside",,"West"
"CA","Riverside County","Riverside-San Bernardino-Ontario, CA","West"
"CA","Sacramento",,"West"
"CA","Sacramento County","Sacramento-Roseville-Folsom, CA","West"
"CA","San Benito County","San Jose-Sunnyvale-Santa Clara, CA","West"
"CA","San Bernardino",,"West"
"CA","San Bernardino County","Riverside-San Bernardino-Ontario, CA","West"
"CA","San Diego",,"West"
"CA","San Diego County","San Diego-Chula Vista-Carlsbad, CA","West"
"CA","San Francisco",,"West"
"CA","San Francisco County","San Francisco-Oakland-Fremont, CA","West"
"CA","San Joaquin County","Stockton-Lodi, CA","West"
"CA","San Luis Obispo",,"West"
"CA","San Luis Obispo County","San Luis Obispo-Paso Robles, CA","West"
"CA","San Mateo",,"West"
"CA","San Mateo County","San Francisco-Oakland-Fremont, CA","West"
"CA","Santa Barbara",,"West"
"CA","Santa Barbara County","Santa Maria-Santa Barbara, CA","West"
"CA","Santa Clara",,"West"
"CA","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA","West"
"CA","Santa Cruz",,"West"
"CA","Santa Cruz County","Santa Cruz-Watsonville, CA","West"
"CA","Shasta",,"West"
"CA","Shasta County","Redding, CA","West"
"CA","Sierra County",,"West"
"CA","Siskiyou County",,"West"
"CA","Solano County","Vallejo, CA","West"
"CA","Sonoma County","Santa Rosa-Petaluma, CA","West"
"CA","Stanislaus",,"West"
"CA","Stanislaus County","Modesto, CA","West"
"CA","Sutter County","Yuba City, CA","West"
"CA","Tehama County","Red Bluff, CA","West"
"CA","Trinity County",,"West"
"CA","Tulare County","Visalia, CA","West"
"CA","Tuolumne County","Sonora, CA","West"
"CA","Ventura",,"West"
"CA","Ventura County","Oxnard-Thousand Oaks-Ventura, CA","West"
"CA","Yolo County","Sacramento-Roseville-Folsom, CA","West"
"CA","Yuba County","Yuba City, CA","West"
"CO","Adams County","Denver-Aurora-Centennial, CO","West"
"CO","Alamosa County","Alamosa, CO","West"
"CO","Arapahoe County","Denver-Aurora-Centennial, CO","West"
"CO","Archuleta County",,"West"
"CO","Baca County",,"West"
"CO","Bent County",,"West"
"CO","Boulder",,"West"
"CO","Boulder County","Boulder, CO","West"
"CO","Broomfield",,"West"
"CO","Broomfield County","Denver-Aurora-Centennial, CO","West"
"CO","Chaffee County",,"West"
