"TOTAL_NUM_DAFS","TOTAL_CONTRIBUTIONS","TOTAL_GRANTS","TOTAL_VALUE","TOTAL_HAVE_DAFS","MEAN_DAF_PROPORTION"
29164503,4921953096,2768397961,2.4701839566e+10,2147,0.0005794123690158208
