"TOTAL_NUM_DAFS","TOTAL_CONTRIBUTIONS","TOTAL_GRANTS","TOTAL_VALUE","TOTAL_HAVE_DAFS","MEAN_DAF_PROPORTION"
29164503,110686275080,57278534951,295535306701,487447,0.5552521770371764
